,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630173,00,0,4,0,10.2,1.5,3.3,0.462,0.5,1.0,0.5,0.5,1.3,0.4,0.3,2.3,2.5,0.8,0.0,0.8,1.3,0.5,4.0
0,203500,00,0,60,42,27.2,3.4,5.4,0.627,0.0,0.1,0.0,1.3,2.5,0.534,2.8,4.6,7.4,0.9,0.5,1.0,1.0,2.7,8.1
0,1628389,00,0,29,24,32.0,5.4,10.2,0.532,0.0,0.1,0.0,3.7,5.0,0.733,2.4,6.5,8.9,3.7,0.9,0.7,2.2,2.7,14.6
0,200746,00,0,72,72,37.1,8.1,17.8,0.455,0.2,0.7,0.327,4.3,5.2,0.824,2.5,6.0,8.5,1.7,0.7,1.4,1.6,2.7,20.8
0,1628960,00,0,8,0,18.5,1.8,5.3,0.333,1.0,3.3,0.308,0.6,1.0,0.625,0.4,1.8,2.1,0.1,0.3,0.3,0.3,2.0,5.1
0,1628386,00,0,9,9,26.9,3.7,6.2,0.589,0.0,0.0,0.0,3.3,4.0,0.833,3.6,6.8,10.3,2.2,0.6,1.1,2.1,2.2,10.7
0,1630631,00,0,1,0,14.5,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
0,203937,00,0,36,7,15.5,2.1,4.3,0.494,0.2,0.8,0.241,0.6,0.8,0.759,0.7,2.5,3.2,1.5,1.0,0.2,0.5,1.1,5.0
0,203507,00,0,65,65,36.1,9.8,18.2,0.535,0.8,3.0,0.273,5.6,9.1,0.612,2.4,9.3,11.7,4.9,1.1,1.4,3.0,3.3,25.9
0,203648,00,0,13,0,3.4,0.2,0.5,0.286,0.0,0.0,0.0,0.4,0.5,0.833,0.2,0.5,0.8,0.2,0.4,0.2,0.2,0.9,0.7
0,2546,00,0,83,77,37.2,8.1,19.4,0.414,1.2,3.8,0.324,5.7,6.9,0.826,1.8,4.9,6.7,2.5,1.2,0.3,2.6,3.6,23.1
0,1628384,00,0,22,22,30.2,3.5,7.0,0.503,1.5,3.4,0.427,1.2,1.8,0.667,1.7,3.0,4.7,1.0,0.8,0.8,1.0,2.4,9.7
0,201571,00,0,38,6,21.0,2.4,6.5,0.368,1.2,3.1,0.39,2.2,2.5,0.874,0.2,1.0,1.2,2.4,0.4,0.1,1.1,1.6,8.2
0,1629028,00,0,23,23,36.3,7.1,10.8,0.659,0.0,0.0,1.0,1.7,2.3,0.736,3.0,8.7,11.7,1.2,0.8,1.2,1.3,2.9,16.0
0,1628962,00,0,1,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1630217,00,0,6,1,22.0,2.8,5.7,0.5,1.5,3.3,0.45,0.3,0.3,1.0,0.3,3.0,3.3,1.8,0.7,0.5,0.7,1.0,7.5
0,1630625,00,0,1,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,203084,00,0,64,56,31.9,4.1,9.7,0.419,1.2,3.3,0.355,1.4,1.9,0.756,1.5,3.6,5.1,1.3,0.7,0.4,1.0,2.1,10.7
0,1630567,00,0,1,1,31.6,4.0,6.0,0.667,0.0,0.0,0.0,7.0,9.0,0.778,2.0,8.0,10.0,8.0,0.0,1.0,2.0,1.0,15.0
0,1629628,00,0,5,5,32.3,5.2,13.4,0.388,1.6,5.6,0.286,2.4,3.0,0.8,0.8,6.4,7.2,3.0,0.8,0.4,0.4,2.2,14.4
0,203115,00,0,25,5,21.1,3.7,9.2,0.404,1.2,3.7,0.323,1.2,1.5,0.763,0.8,3.1,3.9,1.6,0.3,0.5,1.1,1.2,9.8
0,1628966,00,0,5,0,4.7,0.2,1.0,0.2,0.0,0.0,0.0,0.2,0.4,0.5,0.6,0.6,1.2,0.2,0.0,0.0,0.0,0.0,0.6
0,201587,00,0,58,39,29.6,3.5,7.9,0.441,1.5,4.2,0.352,1.2,1.4,0.807,0.7,4.1,4.9,2.4,0.9,0.4,1.2,1.7,9.6
0,203145,00,0,41,12,19.4,2.3,6.2,0.379,0.7,2.8,0.254,1.1,1.7,0.648,0.4,3.2,3.6,1.3,0.8,0.5,1.0,1.4,6.5
0,1629647,00,0,7,0,18.0,1.9,4.4,0.419,1.6,3.1,0.5,1.3,1.4,0.9,0.3,6.4,6.7,0.9,0.0,0.4,0.9,0.3,6.6
0,203078,00,0,45,45,39.8,8.5,19.3,0.442,2.3,6.5,0.347,4.2,5.1,0.829,1.2,3.4,4.6,3.8,1.5,0.6,2.5,2.5,23.5
0,1627736,00,0,15,0,20.7,2.9,7.1,0.411,1.5,3.8,0.404,1.7,2.3,0.714,0.8,2.7,3.5,1.1,0.2,0.1,0.5,1.7,9.1
0,202722,00,0,28,2,14.2,1.1,3.2,0.356,0.8,2.6,0.315,0.8,1.1,0.742,0.2,1.7,1.9,0.5,0.3,0.3,0.3,1.5,3.9
0,201976,00,0,60,49,26.1,2.9,7.1,0.414,1.3,3.4,0.364,0.9,1.1,0.81,1.3,3.2,4.5,2.5,0.9,0.5,0.9,3.2,7.9
0,203920,00,0,11,0,17.2,1.7,3.1,0.559,0.0,0.0,0.0,1.5,1.6,0.889,1.6,3.5,5.1,1.0,0.2,0.5,1.0,1.9,4.9
0,202687,00,0,23,11,24.1,1.9,3.2,0.581,0.0,0.0,0.0,2.0,3.4,0.577,2.5,6.1,8.6,0.4,0.3,1.3,0.9,2.3,5.7
0,202357,00,0,8,0,11.5,1.9,4.1,0.455,1.0,2.1,0.471,1.4,2.3,0.611,0.8,2.1,2.9,0.8,0.8,0.3,0.4,1.8,6.1
0,202339,00,0,48,31,25.0,4.2,9.6,0.441,0.8,3.0,0.254,1.9,2.6,0.712,0.9,2.5,3.4,3.8,1.0,0.5,1.9,2.1,11.1
0,1629833,00,0,2,0,1.9,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
0,203992,00,0,19,18,32.8,5.1,13.5,0.377,2.5,7.7,0.32,0.9,1.2,0.783,0.6,3.5,4.1,2.8,1.5,0.3,1.5,2.8,13.6
0,202711,00,0,42,28,30.6,4.5,10.6,0.427,2.1,5.4,0.388,2.2,2.6,0.835,0.5,3.7,4.2,1.5,0.8,0.1,1.4,2.1,13.4
0,1629626,00,0,7,0,3.9,0.7,1.4,0.5,0.3,0.6,0.5,1.0,1.1,0.875,0.4,0.4,0.9,0.3,0.3,0.3,0.3,0.1,2.7
0,1629067,00,0,5,0,2.5,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.4,1.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.4
0,1626164,00,0,23,23,40.4,9.6,21.4,0.446,2.1,6.3,0.331,6.0,6.7,0.902,0.7,4.9,5.6,4.7,0.8,0.2,3.6,3.4,27.2
0,1628449,00,0,10,0,6.2,0.8,1.9,0.421,0.4,0.9,0.444,0.0,0.2,0.0,0.4,1.1,1.5,0.1,0.0,0.3,0.2,1.1,2.0
0,202340,00,0,39,39,32.1,4.8,11.5,0.42,1.4,4.4,0.312,1.2,1.5,0.78,0.7,2.4,3.1,1.6,1.2,0.3,1.4,2.2,12.2
0,1628396,00,0,7,0,7.2,0.4,1.6,0.273,0.0,0.0,0.0,0.7,1.0,0.714,1.6,1.9,3.4,0.1,0.3,0.3,0.6,0.6,1.6
0,1628969,00,0,23,23,32.4,4.2,8.7,0.482,1.5,4.3,0.357,1.2,1.4,0.875,0.9,3.4,4.3,1.7,1.0,0.7,0.7,2.0,11.1
0,1627763,00,0,24,17,30.3,4.5,10.5,0.423,1.6,4.2,0.376,1.7,2.0,0.816,0.5,3.7,4.2,4.3,0.5,0.1,1.8,2.2,12.2
0,1629717,00,0,1,0,2.8,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1628415,00,0,6,6,35.0,9.5,18.5,0.514,1.8,4.0,0.458,4.7,6.0,0.778,0.8,2.8,3.7,2.0,1.2,0.3,2.0,3.7,25.5
0,1628971,00,0,17,8,21.8,2.8,5.6,0.49,0.2,1.0,0.235,0.9,1.1,0.833,1.4,2.7,4.1,1.7,0.7,0.4,0.9,2.6,6.6
0,1627759,00,0,62,42,28.8,5.6,11.8,0.476,1.7,4.8,0.358,2.0,2.7,0.743,1.0,4.0,5.0,1.5,0.9,0.4,1.5,2.7,15.0
0,1628425,00,0,15,5,11.9,1.2,2.9,0.409,0.5,1.7,0.32,0.5,0.7,0.727,0.3,1.9,2.2,1.3,0.5,0.2,0.5,1.3,3.5
0,1628973,00,0,8,1,19.3,3.6,8.5,0.426,0.9,2.0,0.438,1.9,2.4,0.789,1.0,2.1,3.1,1.9,0.0,0.0,0.8,1.1,10.0
0,203493,00,0,10,6,23.4,2.6,5.6,0.464,1.5,4.0,0.375,0.6,0.7,0.857,0.5,2.0,2.5,1.1,0.6,0.1,0.5,1.6,7.3
0,203504,00,0,11,3,17.5,2.7,6.4,0.429,0.7,2.0,0.364,0.6,1.1,0.583,0.3,1.5,1.8,1.6,0.7,0.2,0.5,1.5,6.8
0,202692,00,0,22,0,18.5,3.5,9.0,0.391,0.9,2.8,0.323,2.1,2.6,0.807,0.9,2.5,3.4,1.8,0.4,0.2,0.8,1.4,10.0
0,202710,00,0,81,78,37.6,6.1,13.6,0.444,1.2,3.4,0.347,5.2,6.3,0.828,1.5,4.4,5.8,4.3,1.6,0.5,1.9,1.9,18.5
0,203484,00,0,30,30,30.5,3.7,8.9,0.418,2.0,5.5,0.37,1.1,1.3,0.821,0.4,2.1,2.5,1.5,1.1,0.2,0.6,2.1,10.6
0,1630267,00,0,10,9,27.0,2.9,7.4,0.392,1.9,4.8,0.396,1.6,1.9,0.842,0.7,2.3,3.0,4.1,1.4,0.4,1.5,3.5,9.3
0,1628427,00,0,6,0,4.1,0.5,0.5,1.0,0.2,0.2,1.0,0.7,0.8,0.8,0.0,0.7,0.7,0.3,0.2,0.2,0.3,0.0,1.8
0,203991,00,0,79,57,23.7,3.7,6.1,0.605,0.0,0.0,0.0,1.3,2.6,0.49,2.7,5.8,8.5,0.9,0.5,1.3,0.8,2.1,8.7
0,1628975,00,0,8,0,3.9,0.5,1.3,0.4,0.1,0.5,0.25,0.0,0.3,0.0,0.1,0.4,0.5,0.5,0.0,0.0,0.0,0.0,1.1
0,1627936,00,0,28,2,23.7,2.3,5.6,0.411,0.8,3.0,0.277,0.9,1.1,0.813,0.6,1.5,2.1,2.3,0.9,0.6,1.4,2.6,6.4
0,1629185,00,0,10,0,8.3,1.0,3.1,0.323,0.6,1.9,0.316,0.2,0.4,0.5,0.1,0.6,0.7,1.8,0.6,0.0,0.4,0.9,2.8
0,1629109,00,0,7,5,21.0,1.6,4.7,0.333,1.6,4.6,0.344,0.6,0.7,0.8,0.6,3.6,4.1,1.0,0.7,0.3,0.3,1.0,5.3
0,1629634,00,0,3,0,12.2,2.3,3.0,0.778,0.0,0.0,0.0,0.3,1.0,0.333,1.3,3.0,4.3,0.7,0.7,0.3,0.3,0.7,5.0
0,203903,00,0,38,0,21.1,4.0,10.3,0.39,1.6,5.1,0.32,1.1,1.2,0.955,0.4,1.9,2.4,1.2,0.6,0.2,1.2,1.4,10.8
0,1629651,00,0,13,0,12.3,1.5,2.8,0.541,0.0,0.0,0.0,0.2,0.6,0.375,1.2,1.9,3.2,0.6,0.4,1.2,0.4,1.6,3.3
0,1629599,00,0,13,0,1.8,0.2,0.5,0.429,0.1,0.2,0.5,0.2,0.2,0.667,0.0,0.2,0.2,0.4,0.2,0.0,0.1,0.0,0.7
0,1628381,00,0,19,18,31.5,5.5,9.9,0.553,1.1,3.1,0.362,1.6,2.1,0.795,1.9,6.6,8.5,0.9,0.5,0.6,1.2,3.1,13.7
0,1628380,00,0,20,0,17.2,2.6,5.6,0.468,0.5,1.8,0.286,1.2,1.5,0.793,1.0,2.5,3.5,1.0,0.5,1.2,1.1,3.2,6.9
0,201144,00,0,68,68,36.3,5.7,13.5,0.421,1.6,4.3,0.364,3.6,4.5,0.808,0.5,3.1,3.6,6.6,1.3,0.2,2.1,2.3,16.6
0,1626192,00,0,62,1,18.5,1.9,4.3,0.446,1.0,3.0,0.351,0.4,0.5,0.786,0.8,3.3,4.0,1.0,0.3,0.4,0.4,1.2,5.2
0,1629076,00,0,1,0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0,202326,00,0,16,5,12.6,2.6,6.3,0.42,0.5,1.4,0.348,1.8,2.6,0.707,0.9,2.5,3.4,1.6,0.4,0.6,1.5,2.3,7.6
0,203496,00,0,28,26,31.7,3.3,7.6,0.43,2.1,4.9,0.435,1.0,1.2,0.818,1.0,4.7,5.7,1.7,1.8,1.0,1.1,3.4,9.7
0,1628470,00,0,56,14,17.5,1.8,4.0,0.439,0.8,2.1,0.371,0.5,0.8,0.619,0.9,2.6,3.5,0.6,0.3,0.4,0.5,2.1,4.7
0,203109,00,0,95,74,30.0,3.6,9.1,0.393,2.0,5.8,0.341,1.6,2.1,0.772,0.7,4.8,5.5,1.8,0.9,0.5,0.8,2.7,10.7
0,203552,00,0,35,13,26.0,4.3,8.3,0.516,2.1,4.5,0.462,0.9,1.1,0.838,0.3,1.6,1.9,1.6,0.8,0.2,0.7,2.2,11.5
0,201939,00,0,113,110,37.7,8.7,19.4,0.45,4.2,10.4,0.402,4.8,5.3,0.907,0.8,4.5,5.4,6.3,1.6,0.3,3.5,2.5,26.4
0,203076,00,0,39,39,37.0,9.8,18.3,0.538,0.8,2.4,0.326,6.9,8.2,0.838,2.4,7.9,10.3,2.8,1.3,1.8,2.4,2.7,27.3
0,202334,00,0,33,0,11.8,1.2,2.5,0.5,0.0,0.1,0.0,0.8,1.3,0.568,1.4,3.2,4.6,0.5,0.1,0.4,0.5,1.8,3.2
0,1629056,00,0,6,0,14.0,2.3,4.8,0.483,1.3,3.2,0.421,1.2,1.2,1.0,0.3,1.8,2.2,1.2,0.2,0.0,1.0,1.8,7.2
0,201942,00,0,59,59,37.4,7.8,18.9,0.414,0.4,1.8,0.229,5.8,6.8,0.853,0.7,4.0,4.7,3.6,1.1,0.2,2.3,2.6,21.8
0,203473,00,0,17,3,9.9,1.5,2.6,0.578,0.1,0.2,0.25,1.3,2.2,0.579,1.8,2.3,4.1,0.5,0.2,0.3,0.9,1.7,4.4
0,1628978,00,0,13,4,18.1,2.0,5.2,0.388,0.7,2.5,0.273,1.0,1.5,0.65,0.8,3.2,3.9,1.5,0.8,0.3,1.2,1.9,5.7
0,1628977,00,0,3,0,8.4,1.3,3.7,0.364,0.3,1.7,0.2,1.3,2.3,0.571,0.7,1.3,2.0,0.3,0.0,0.7,0.7,0.0,4.3
0,203476,00,0,6,0,12.7,1.2,3.2,0.368,0.3,0.8,0.4,0.7,0.8,0.8,0.7,2.5,3.2,0.7,0.3,0.7,0.2,1.0,3.3
0,203915,00,0,7,1,24.2,4.9,11.1,0.436,1.3,4.0,0.321,2.9,4.3,0.667,0.6,1.9,2.4,2.4,0.4,0.0,1.7,2.0,13.9
0,1629029,00,0,13,13,38.1,12.3,24.9,0.494,3.6,9.2,0.392,5.3,8.8,0.6,0.6,8.2,8.8,9.5,1.2,0.5,4.8,2.6,33.5
0,1629652,00,0,6,6,29.2,4.5,12.7,0.355,2.2,8.3,0.26,1.3,2.5,0.533,0.8,2.8,3.7,1.0,0.3,1.0,2.5,4.2,12.5
0,1630245,00,0,1,0,8.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0
0,201609,00,0,57,37,27.4,5.6,12.5,0.444,1.5,4.3,0.346,2.3,3.0,0.765,0.7,2.7,3.4,3.5,0.6,0.1,1.9,2.5,14.9
0,203083,00,0,14,14,27.2,5.3,10.3,0.514,0.0,0.1,0.0,2.1,4.8,0.433,3.7,6.8,10.5,0.6,0.9,1.1,2.0,2.9,12.6
0,201142,00,0,152,152,40.3,10.0,20.9,0.477,2.2,6.3,0.356,7.3,8.4,0.865,0.8,7.0,7.8,4.0,1.0,1.2,3.2,2.5,29.5
0,1630162,00,0,1,1,40.3,12.0,23.0,0.522,4.0,11.0,0.364,8.0,8.0,1.0,0.0,2.0,2.0,6.0,1.0,2.0,2.0,5.0,36.0
0,1629035,00,0,3,0,3.0,0.7,1.0,0.667,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.7
0,1630556,00,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,1629604,00,0,2,0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0
0,201961,00,0,11,4,22.3,2.3,6.9,0.329,1.9,5.3,0.362,0.6,0.6,1.0,0.4,1.9,2.3,0.9,0.5,0.2,0.6,1.3,7.1
0,203954,00,0,35,35,32.9,7.7,16.7,0.46,1.1,3.6,0.315,7.6,9.4,0.803,2.1,9.2,11.3,3.1,0.9,1.7,3.6,3.5,24.0
0,202324,00,0,42,14,20.8,3.1,5.4,0.587,0.0,0.2,0.25,1.5,2.7,0.549,2.0,3.7,5.7,0.8,0.6,1.0,0.7,2.1,7.8
0,1628981,00,0,6,0,1.9,0.3,0.5,0.667,0.0,0.0,0.0,0.3,0.3,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0
0,1627827,00,0,14,14,36.1,3.8,8.8,0.431,2.1,5.1,0.403,0.9,1.0,0.857,2.1,3.9,6.1,2.5,1.1,0.5,1.5,3.4,10.5
0,1630201,00,0,1,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
